critic,fresh,imdb,publication,quote,review_date,rtid,title
Mick LaSalle,fresh,109635,San Francisco Chronicle,"As the poor shlub fighting several battles at once -- all of them against shrewder, meaner adversaries -- Douglas is a complex and sympathetic Everyman.",2000-01-01,214,Disclosure
James Berardinelli,fresh,109635,ReelViews,"As a thriller, this movie is effective and gripping, if occasionally contrived as a result of overplotting.",2000-01-01,214,Disclosure
Hal Hinson,fresh,109635,Washington Post,Smashingly entertaining.,2000-01-01,214,Disclosure
Richard Brody,fresh,96316,New Yorker,Coppola tells this story with grand exuberance without masking the personal and historical tragedies that it involves.,2019-08-09,215,Tucker: The Man and His Dream
Variety Staff,fresh,96316,Variety,"The true story of a great American visionary who was thwarted, if not destroyed, by the established order, Tucker represents the sunniest imaginable telling of an at least partly tragic episode in recent history.",2007-12-12,215,Tucker: The Man and His Dream
Richard Schickel,fresh,96316,TIME Magazine,"The result is a film consistent narratively, confident stylistically and abounce with the quaint quality that animated both the hero and his times, something we used to call pep.",2007-12-12,215,Tucker: The Man and His Dream
Jonathan Rosenbaum,fresh,96316,Chicago Reader,Francis Coppola's stylish and heartfelt tribute to the innovative automobile designer Preston Thomas Tucker turns out to be one of his most personal and successful movies.,2007-12-12,215,Tucker: The Man and His Dream
,rotten,96316,Time Out,"The cinematic sleight-of-hand parallels the bombast of its hero, but you never get a glimpse of either visionary.",2006-02-09,215,Tucker: The Man and His Dream
Janet Maslin,fresh,96316,New York Times,"Mr. Coppola has done things this fancily before, but never with so clear and moving a sense of purpose.",2003-05-20,215,Tucker: The Man and His Dream
Roger Ebert,rotten,96316,Chicago Sun-Times,"If we're offered a movie named Tucker: The Man and His Dream, we leave feeling cheated if we only get the dream.",2000-01-01,215,Tucker: The Man and His Dream
Rita Kempley,rotten,96316,Washington Post,"Tucker came up with a classic, but poor Coppola has turned a great American tragedy into a gas-guzzling human comedy.",2000-01-01,215,Tucker: The Man and His Dream
Desson Thomson,fresh,96316,Washington Post,Nobody does it better: Pristine images glide past you with the just-waxed brilliance of an assembly line of new Tuckers.,2000-01-01,215,Tucker: The Man and His Dream
Roger Ebert,rotten,109676,Chicago Sun-Times,Drop Zone is an example of a superb production harnessed to a shallow script.,2000-01-01,216,Drop Zone
Gene Siskel,rotten,112854,Chicago Tribune,A major disappointment.,2017-08-16,217,Destiny Turns on the Radio
Roger Ebert,rotten,112854,Chicago Sun-Times,"The opening scenes at least benefit from a sense of mystery. By the end, the movie is mired in its story and can't fight free of the cliches.",2000-01-01,217,Destiny Turns on the Radio
Michael Wilmington,fresh,109642,Chicago Tribune,It's rare to see a pop best seller come out this well in the movies.,2019-10-04,219,Dolores Claiborne
Brian Lowry,fresh,109642,Variety,"Deftly cutting between the past and the present, director Taylor Hackford manages to establish a compelling mood and pace even though the pic lacks a thriller's true ""Aha!"" moment.",2008-06-16,219,Dolores Claiborne
Janet Maslin,fresh,109642,New York Times,"The role of Dolores may be rough around the edges, but it's a windfall for Ms. Bates, who does a walloping good job.",2003-05-20,219,Dolores Claiborne
Mick LaSalle,fresh,109642,San Francisco Chronicle,"The mysteries of ""Dolores Claiborne"" are never gripping enough to consume an audience, and there are few, if any, surprises along the way. But the women are wonderful and reason enough to see the picture.",2002-06-18,219,Dolores Claiborne
Roger Ebert,fresh,109642,Chicago Sun-Times,"I was surprised how affecting the movie was, mostly because Bates and Leigh formed such a well-matched and convincing pair. Does this movie creep up on you? Oh, my gravy.",2000-01-01,219,Dolores Claiborne
Hal Hinson,fresh,109642,Washington Post,"An engrossing, unsettling and, at times, powerful psychological thriller.",2000-01-01,219,Dolores Claiborne
Desson Thomson,fresh,109642,Washington Post,"There are no chain saws, prosthetic hooks, apparitions or dead pets here, but you're kept at the edge of your seat almost to the end.",2000-01-01,219,Dolores Claiborne
Gene Siskel,fresh,109686,Chicago Tribune,"You cannot deny a laugh, and Dumb and Dumber has plenty.",2017-08-23,220,Dumb & Dumber
Frank Scheck,fresh,109686,Hollywood Reporter,"The plot, of course, is merely an excuse for an endless series of gags, and the percentage of them that score is fairly high.",2014-11-12,220,Dumb & Dumber
Owen Gleiberman,fresh,109686,Entertainment Weekly,"Dumb and Dumber, which features Carrey and Jeff Daniels as nitwits traveling cross-country, is a frayed string of gags posing as a movie. Carrey, though, does literal-minded doofdom with peerless enthusiasm.",2008-04-28,220,Dumb & Dumber
Variety Staff,fresh,109686,Variety,The wholeheartedness of this descent into crude and rude humor is so good-natured and precise that it's hard not to partake in the guilty pleasures of the exercise.,2008-04-28,220,Dumb & Dumber
Jonathan Rosenbaum,rotten,109686,Chicago Reader,This is a long way from the social comedy of Jerry Lewis. The characters here are ultimately turned into punching bags or punch-line dispensers.,2008-04-28,220,Dumb & Dumber
Tom Charity,rotten,109686,Time Out,"Given American cinema's current obsession with innocence and ignorance, at least this never romanticises its protagonists. They are genuinely, irredeemably, 100 per cent no-hopers.",2006-01-26,220,Dumb & Dumber
Stephen Holden,fresh,109686,New York Times,"A movie that fully lives up to its name, right down to an opening credit sequence rife with intentional misspellings and grammatical errors.",2003-05-20,220,Dumb & Dumber
Peter Stack,fresh,109686,San Francisco Chronicle,"Inspired, irreverent, spark-driven comedy that takes you places you never thought a movie would go -- even a Jim Carrey movie.",2000-01-01,220,Dumb & Dumber
Desson Thomson,rotten,109686,Washington Post,"An uneven collection of bodily function jokes, facial gyrations, sexual jibes and pedestrian slapstick.",2000-01-01,220,Dumb & Dumber
Rita Kempley,rotten,109686,Washington Post,"An execrable catalogue of doody jokes, Dumb and Dumber is an abominable, abdominal comedy.",2000-01-01,220,Dumb & Dumber
James Berardinelli,rotten,109686,ReelViews,"While I won't claim to have gone through this entire film without laughing, there are some long periods between chuckles.",2000-01-01,220,Dumb & Dumber
Roger Ebert,rotten,109686,Chicago Sun-Times,"Carrey, I am now convinced, is a true original. In The Mask, he had the screenplay and production to back him up. Here, the filmmaking is more uncertain.",2000-01-01,220,Dumb & Dumber
Roger Ebert,fresh,109759,Chicago Sun-Times,"Exotica is a movie labyrinth, winding seductively into the darkest secrets of a group of people who should have no connection with one another, but do.",2000-01-01,222,Exotica
Roger Ebert,rotten,109758,Chicago Sun-Times,"On the first page of my notes, I wrote ""Starts slow."" On the second page, I wrote ""Boring."" On the third page, I wrote ""Endless!"" On the fourth page, I wrote: ""Bite-size Shredded Wheat, skim milk, cantaloupe, frozen peas, toilet paper, salad stuff...""",2000-01-01,223,Exit to Eden
Owen Gleiberman,fresh,109707,Entertainment Weekly,Ed Wood [is] a comedy of the ridiculous in which the ridiculous turns unexpectedly sublime.,2018-11-09,224,Ed Wood
Derek Malcolm,fresh,109707,Guardian,"Burton imitates Wood 's films brilliantly, and Wood 's chaotic lifestyle is brought to the screen with brio.",2018-03-20,224,Ed Wood
Todd McCarthy,fresh,109707,Variety,"Beguiling rather than thrilling, oddly charming instead of transporting, meaning that Disney will have its work cut out for it with what is at heart a cult movie and a film buff's dream.",2008-10-05,224,Ed Wood
Geoff Andrew,fresh,109707,Time Out,"It certainly succeeds as a funny, touching tribute to tenacity, energy, ambition and friendship.",2006-01-26,224,Ed Wood
Janet Maslin,fresh,109707,New York Times,"Mr. Depp isn't best known as a comic actor, but he gives a witty and captivating performance, bringing wonderful buoyancy to this crazy role.",2003-05-20,224,Ed Wood
Peter Travers,fresh,109707,Rolling Stone,"Outrageously disjointed and just as outrageously entertaining, the picture stands as a successful outsider's tribute to a failed kindred spirit.",2001-05-12,224,Ed Wood
John Hartl,fresh,109707,Film.com,"In his finest, funniest, most poignant film to date, Tim Burton plays cinematic alchemist, turning drive-in schlock into movie gold.",2000-01-01,224,Ed Wood
Richard Corliss,rotten,109707,TIME Magazine,This Ed Wood is dead wood.,2000-01-01,224,Ed Wood
James Berardinelli,rotten,109707,ReelViews,"Given the finished film, one also has to wonder if Ed Wood was interesting enough to base a two- hour movie on.",2000-01-01,224,Ed Wood
Desson Thomson,rotten,109707,Washington Post,"Burton has evoked the surface of Ed Wood's life, but in a story about a man who loves angora and frilly panties, he has barely unbuttoned Wood's uniform.",2000-01-01,224,Ed Wood
Hal Hinson,fresh,109707,Washington Post,"Making a movie about the life of Ed Wood certainly qualifies as an impossible dream, but Burton has pulled it off with wit, imagination and something amazingly close to grace.",2000-01-01,224,Ed Wood
Edward Guthmann,fresh,109707,San Francisco Chronicle,"An entertaining, oddly affectionate look at the cross-dressing grade-Z moviemaker.",2000-01-01,224,Ed Wood
Lucy Mohl,fresh,109707,Film.com,[An] oddly affectionate bio-pic.,2000-01-01,224,Ed Wood
Roger Ebert,fresh,109707,Chicago Sun-Times,"The movie's black and white photography convincingly recaptures the look and feel of 1950s sleaze, including some of the least convincing special effects in movie history.",2000-01-01,224,Ed Wood
Roger Ebert,rotten,113117,Chicago Sun-Times,"The characters in this movie may look like adults, but they think like teenagers.",2000-01-01,225,French Kiss
James Berardinelli,rotten,113117,ReelViews,The delicate air of romance that often makes this sort of film worthwhile is absent.,2000-01-01,225,French Kiss
,rotten,113097,Time Out,"Like the relationship it depicts, everything goes terribly slack in the middle.",2006-01-26,226,Forget Paris
Caryn James,rotten,113097,New York Times,Mr. Crystal's style as a director is smoothe and bland.,2003-05-20,226,Forget Paris
Mick LaSalle,rotten,113097,San Francisco Chronicle,"Since the stories are none too startling, it's hard to see why these otherwise bright people should be so enthusiastic about boring themselves.",2002-06-18,226,Forget Paris
Susan Wloszczyna,fresh,113097,USA Today,"In the marriage-go-round Forget Paris, Debra Winger falls for Billy Crystal because he makes her laugh. Likewise, you will forgive Forget its faults because it will make you chuckle. Hard. And often.",2000-01-01,226,Forget Paris
Roger Ebert,fresh,113097,Chicago Sun-Times,It all works.,2000-01-01,226,Forget Paris
James Berardinelli,rotten,113097,ReelViews,"With its uneven tone, Forget Paris doesn't have enough comedy or heartfelt romance to eclipse its faults.",2000-01-01,226,Forget Paris
Hal Hinson,rotten,113097,Washington Post,Shamelessly schmaltzy.,2000-01-01,226,Forget Paris
Desson Thomson,rotten,113097,Washington Post,"This movie has such a naked desire to evoke the human condition, you want to throw a blanket over it.",2000-01-01,226,Forget Paris
Todd McCarthy,rotten,113198,Variety,"None too edifying for adults, this is pretty much a small-fry-only offering that will do predictable biz at mall matinees.",2009-03-27,228,A Goofy Movie
Derek Adams,rotten,113198,Time Out,Insipid songs and not much story.,2006-02-09,228,A Goofy Movie
Stephen Holden,rotten,113198,New York Times,"""A Goofy Movie"" is engaging in its mild-mannered way, but the story is too rambling and emotionally diffuse for the title character to come fully alive.",2004-08-30,228,A Goofy Movie
Peter Rainer,rotten,113198,Los Angeles Times,"If you're going to make something called ""A Goofy Movie,"" why dampen the goofiness?",2001-02-13,228,A Goofy Movie
Peter Stack,rotten,113198,San Francisco Chronicle,"An incoherent mess that jumps from one unlikely, brainless, crash-bang situation to another.",2000-01-01,228,A Goofy Movie
Roger Ebert,fresh,113198,Chicago Sun-Times,Let's round it off to three and call it a day.,2000-01-01,228,A Goofy Movie
Roger Ebert,fresh,113303,Chicago Sun-Times,"The movie is an expedition into the deepest caverns of after-death spookiness, with a hero zapped back to life after lingering just a little too long on the distant shore.",2000-01-01,229,Hideaway
Emanuel Levy,rotten,113089,Variety,"This strange family fare, about a dog that was once a man, tries unsuccessfully to combine the expected magic of animal adventures with some more serious ideas.",2007-06-25,230,Fluke
Mike Clark,rotten,113089,USA Today,"As if banal platitudes about work-vs. -family aren't insufferable enough, there's a kicker gag involving Jackson that'll even have Mister Rogers begging for Pulp Fiction II.",2000-01-01,230,Fluke
Kevin Thomas,fresh,109771,Los Angeles Times,Artistry abounds in every aspect of the film.,2001-02-13,231,Farinelli
Hal Hinson,rotten,109771,Washington Post,"Because Carlo Broschi, the 18th-century castrato singer known as Farinelli, was himself such an exotic and sensationalistic figure, you'd think that creating a dull movie out of his flamboyant life would be next to impossible. Think again.",2000-01-01,231,Farinelli
Edward Guthmann,rotten,109771,San Francisco Chronicle,"Glossy and histrionic, salacious and empty, Farinelli reduces a fascinating story to a series of hissy fits and leering glances.",2000-01-01,231,Farinelli
Roger Ebert,rotten,109771,Chicago Sun-Times,"Farinelli, one of the 1995 Oscar nominees in the foreign film category, is onto an interesting story, all right, but it leaves us feeling, like some of Farinelli's lovers, that something is missing.",2000-01-01,231,Farinelli
James Berardinelli,fresh,109771,ReelViews,"A fascinating, if occasionally overly melodramatic, recreation of a period when Baroque music ruled Europe.",2000-01-01,231,Farinelli
Desson Thomson,rotten,109771,Washington Post,There's something too artificial and highfalutin about the movie.,2000-01-01,231,Farinelli
Variety Staff,rotten,80745,Variety,"The expensive new version of Flash Gordon is a lot more gaudy, and just as dumb, as the original series starring Buster Crabbe.",2009-03-26,232,Flash Gordon
Dave Kehr,fresh,80745,Chicago Reader,A respectable time-waster.,2007-04-16,232,Flash Gordon
,fresh,80745,Time Out,"The narrative is a little plodding, but adult punters will soon slip back into areverie for the lost visions of Saturday morning cinema.",2006-01-26,232,Flash Gordon
Roger Ebert,fresh,80745,Chicago Sun-Times,"Is it fun? Yeah, sort of, it is.",2004-10-23,232,Flash Gordon
Owen Gleiberman,rotten,109906,Entertainment Weekly,"Ambition is something to respect in an artist, but Charles Burnett's police-corruption drama The Glass Shield is such a maladroit piece of filmmaking that its weighty themes and sclerotic tangle of a plot end up making it a trial to sit through.",2010-07-06,234,The Glass Shield
Todd McCarthy,fresh,109906,Variety,A powerful moral drama that tries to deal with the racism at the root of many problems in contempo American society.,2009-03-26,234,The Glass Shield
,rotten,109906,Time Out,"The movie feels sketchy, as if Burnett chopped the flesh off his screenplay and left us only the bare bones.",2006-06-24,234,The Glass Shield
Peter Rainer,fresh,109906,Los Angeles Times,"It's a rigorous, angry piece of work, but it misses out on the psychological depths that have made Burnett's previous films among the glories of recent American independent moviemaking.",2001-02-13,234,The Glass Shield
Peter Stack,rotten,109906,San Francisco Chronicle,"An implausible, wearisome clunker trying to ring true but making only dull thuds.",2000-01-01,234,The Glass Shield
Hal Hinson,rotten,109906,Washington Post,"It has both ideas and a point of view. But the ideas are far from new, and the point of view is blatantly knee-jerk.",2000-01-01,234,The Glass Shield
James Berardinelli,rotten,109906,ReelViews,"Burnett's screenplay has a tendency to be a little too preachy, especially during the unsatisfying final scene. There's a fine line between getting the message across through subtlety and becoming didactic...",2000-01-01,234,The Glass Shield
Mike Clark,fresh,109906,USA Today,"Though no masterpiece, the film is an interesting sidebar for moviegoers who try to keep up; it's like a '50s film noir oddity you catch on 3 a.m. TV, only to find that it's become a more scintillating view than Ben-Hur.",2000-01-01,234,The Glass Shield
Kevin Maher,fresh,110057,Times (UK),"The film is rich in backstage tension, from Agee's bad grades to Gates's knee injuries, while the glaring social inequality is reflected in the violent fathers and criminal friends who populate the outskirts of the tale.",2019-10-28,235,Hoop Dreams
Peter Bradshaw,fresh,110057,Guardian,"Perhaps James's biggest achievement is his unshowy emphasis on the poetry of basketball itself: the jump shot, the slam-dunk, ecstatic physical expressions of pure transcendental success.",2019-10-25,235,Hoop Dreams
Richard Corliss,fresh,110057,TIME Magazine,"It's about three hours long. But it moves like Isiah, fast and smooth, and it's over in a heartbreak.",2008-08-03,235,Hoop Dreams
David Ansen,fresh,110057,Newsweek,"Hoop Dreams has shown us that the rules of the game are stacked against kids like Gates and Agee. Even better, it shows us how they fight back, with the inside moves of hope.",2008-03-31,235,Hoop Dreams
Jonathan Rosenbaum,fresh,110057,Chicago Reader,A heady dose of the American dream and the American nightmare combined -- a numbing investigation of how one point on an exam or one basket or turnover in a game can make all the difference in a family's fortunes.,2007-03-21,235,Hoop Dreams
Todd McCarthy,fresh,110057,Variety,"A prodigious achievement that conveys the fabric of modern American life, aspirations and incidentally, sports, in close-up and at length, Hoop Dreams is a documentary slam dunk.",2007-03-21,235,Hoop Dreams
Derek Adams,fresh,110057,Time Out,Unforgettable.,2006-06-24,235,Hoop Dreams
Douglas Pratt,fresh,110057,Hollywood Reporter,An ironic drama so beautifully sculpted it could be transposed without alteration into a fictional film.,2005-06-08,235,Hoop Dreams
Caryn James,fresh,110057,New York Times,The film's great achievement is to reveal the relentless way in which coaches and recruiters refuse to see Arthur and William as anything other than social cliches.,2003-05-20,235,Hoop Dreams
James Berardinelli,fresh,110057,ReelViews,This picture has a legitimate dramatic structure that is equally as compelling as a scripted slice of fiction.,2000-01-01,235,Hoop Dreams
Hal Hinson,fresh,110057,Washington Post,The most powerful movie about sports ever made.,2000-01-01,235,Hoop Dreams
Roger Ebert,fresh,110057,Chicago Sun-Times,Along the way it becomes a revealing and heartbreaking story about life in America.,2000-01-01,235,Hoop Dreams
Desson Thomson,fresh,110057,Washington Post,An extraordinarily affecting documentary.,2000-01-01,235,Hoop Dreams
Mick LaSalle,fresh,110057,San Francisco Chronicle,A documentary that breathes new life into the subject by showing the everyday reality of that dream.,2000-01-01,235,Hoop Dreams
Owen Gleiberman,fresh,110005,Entertainment Weekly,Lynskey and Winslet are extraordinary actresses.,2011-09-07,236,Heavenly Creatures
David Rooney,fresh,110005,Variety,"Combines original vision, a drop-dead command of the medium and a successful marriage between a dazzling, kinetic techno-show and a complex, credible portrait of the out-of-control relationship between the crime's two schoolgirl perpetrators.",2008-02-11,236,Heavenly Creatures
Jonathan Rosenbaum,fresh,110005,Chicago Reader,"Unlike the campy excess of Jackson's earlier Dead Alive, deliberate overkill ltimately points toward a dearth of ideas rather than a surfeit.",2008-02-11,236,Heavenly Creatures
Geoff Andrew,fresh,110005,Time Out,"Acted with conviction, and directed and written with febrile vibrancy.",2006-06-24,236,Heavenly Creatures
Janet Maslin,fresh,110005,New York Times,"Stylish and eerily compelling before it overplays its campy excesses, Heavenly Creatures does have a feverish intensity to recommend it.",2003-05-20,236,Heavenly Creatures
Peter Travers,fresh,110005,Rolling Stone,1994 spellbinder.,2001-05-12,236,Heavenly Creatures
Neil Smith,fresh,110005,BBC.com,17-year-old Kate Winslet made her film debut in this compelling blend of true crime and dark fantasy...,2001-04-17,236,Heavenly Creatures
James Berardinelli,fresh,110005,ReelViews,"Revealed in unforgettable fashion by a capable director, the events that unfold in this film are not easily forgotten.",2000-01-01,236,Heavenly Creatures
Roger Ebert,fresh,110005,Chicago Sun-Times,"What makes Jackson's film enthralling and frightening is the way it shows these two unhappy girls, creating an alternative world so safe and attractive they thought it was worth killing for.",2000-01-01,236,Heavenly Creatures
Desson Thomson,fresh,110005,Washington Post,"Jackson (who wrote the script with Frances Walsh) evokes the girls(TM) fantasy world with scenes featuring plasticene figures, creating an eerie, metaphysical dimension to the movie.",2000-01-01,236,Heavenly Creatures
Hal Hinson,fresh,110005,Washington Post,"Powerful, evocative movie.",2000-01-01,236,Heavenly Creatures
Edward Guthmann,fresh,110005,San Francisco Chronicle,An unforgettable experience.,2000-01-01,236,Heavenly Creatures
Gene Siskel,rotten,110066,Chicago Tribune,Sinbad is a genial soul and his goodwill remains untouched by the mostly amateurish Houseguest.,2019-05-24,237,Houseguest
Caryn James,rotten,110066,New York Times,"Turns out to be an inane fish-out-of-water comedy. Along the way it turns into a virtual McDonald's commercial, too. The fact that you can hardly tell the difference is a good clue to the movie's bad-television flavor.",2003-05-20,237,Houseguest
Kevin Thomas,fresh,110066,Los Angeles Times,"As good-natured as its big, beefy star, comedian Sinbad.",2001-02-13,237,Houseguest
Mick LaSalle,fresh,110066,San Francisco Chronicle,"In its worst moments, Houseguest becomes a struggle in which a very human comedian fights to project his personality over the director's technological muddle. But the good news is that Sinbad wins.",2000-01-01,237,Houseguest
James Berardinelli,rotten,110066,ReelViews,"Plot-wise, there's little here beyond a few insubstantial strands.",2000-01-01,237,Houseguest
Gene Siskel,fresh,110116,Chicago Tribune,"Music scholars have challenged the film's authenticity, but they cannot dispute the magnificent image-making by director Bernard Rose.",2019-05-24,238,Immortal Beloved
Michael Wilmington,fresh,110116,Chicago Tribune,"It may be a cartoon. Yet, with Beethoven's compositions crashing and storming around him, it's a cartoon that has some dark, harrowing grandeur.",2019-05-24,238,Immortal Beloved
Kenneth Turan,rotten,110116,Los Angeles Times,"Yes, this is another one of Hollywood's silly symphonies, an unintentionally amusing bit of piffle that allows mortals a privileged glimpse into the private life of a legendary composer.",2019-05-24,238,Immortal Beloved
Jay Boyar,fresh,110116,Orlando Sentinel,"Moments like these may lift Immortal Beloved high enough for even the most skeptical of purists to forgive it. Moments like these and, of course, all that glorious music.",2019-05-24,238,Immortal Beloved
Desson Thomson,rotten,110116,Washington Post,"For all the story's illicit passion, creative reveries, detective-like investigation and twist ending, Immortal Beloved is episodically slow and surprisingly flat.",2019-05-24,238,Immortal Beloved
Rita Kempley,rotten,110116,Washington Post,A turgid affair with a palette that recalls used Ace bandages.,2019-05-24,238,Immortal Beloved
Roger Ebert,fresh,110116,Chicago Sun-Times,"There is an image in Immortal Beloved as evocative as any I can remember -- as complete as the sled in Citizen Kane, or the shadowy doorway in The Third Man.",2019-05-24,238,Immortal Beloved
Kevin Jackson,fresh,110116,Independent (UK),"Kitsch, yes, but weirdly transporting. And the score is wonderful.",2019-05-23,238,Immortal Beloved
Owen Gleiberman,fresh,110116,Entertainment Weekly,"As biography, Immortal Beloved is trashy and fraudulent, yet as an impressionistic riff on Beethoven's temperament, his spirit, it exerts an irresistible pull.",2011-09-07,238,Immortal Beloved
Todd McCarthy,rotten,110116,Variety,"Crucially, [director Rose] fails to drum up much suspense or even interest in the solution to the puzzle, poking a hole in his own balloon even before he fills it with air to try to make it fly.",2008-10-18,238,Immortal Beloved
Trevor Johnston,fresh,110116,Time Out,"The film may plod and pulse in equal measure, but the ecstatic visualisation of the climactic Ode to Joy is a triumph.",2006-02-09,238,Immortal Beloved
Janet Maslin,fresh,110116,New York Times,[Oldman] captures Beethoven as a believably brilliant figure struggling with his deafness and other demons. His performance combines bitterness and eccentricity with the deep romanticism that can be heard in the music.,2003-05-20,238,Immortal Beloved
Jonathan Rosenbaum,rotten,110116,Chicago Reader,"If you think this movie is going to solve the mystery of Beethoven's cryptic inscription on his last quartet, as it pretends to, you're out of your skull.",2002-06-12,238,Immortal Beloved
James Berardinelli,rotten,110116,ReelViews,"The plot holds the viewer's interest, even if it doesn't touch the heart. Immortal Beloved is the sort of flawed movie that still has enough assets to allow it to be enjoyed.",2000-01-01,238,Immortal Beloved
Mick LaSalle,fresh,110116,San Francisco Chronicle,"[Gary Oldman] at first might seem an eccentric choice for Beethoven -- until you realize that only an eccentric choice would have been appropriate. Oldman presents us with a vulnerable, erratic, wigged-out Beethoven.",2000-01-01,238,Immortal Beloved
Rex Reed,rotten,269347,Observer,"Ludicrous, plotless, ho-hum tale of lurid confrontation.",2003-03-20,240,The Hunted
Richard Roeper,rotten,269347,Ebert & Roeper,"There's too much talent on-screen and behind the camera for The Hunted to be dull, but it is predictable and disappointing, and we seem to be missing about a half-hour's worth of scenes that would have brought some depths to these characters.",2003-03-18,240,The Hunted
Michael Atkinson,rotten,269347,Village Voice,"Essentially a reheating of 1982's First Blood ... but the fallout this time is simultaneously more ruthless, less emotional, and duller.",2003-03-18,240,The Hunted
Kirk Honeycutt,rotten,269347,Hollywood Reporter,"By stripping an action thriller this close to the bone, director William Friedkin has removed too much meat.",2003-03-17,240,The Hunted
James Berardinelli,rotten,269347,ReelViews,This is schlock -- by-the-numbers action that ignores character development to the point where we find it hard to care whether L.T. catches Hallam or whether they end up running after each other until the world ends.,2003-03-16,240,The Hunted
Desson Thomson,rotten,269347,Washington Post,"Has so little going for it, you wonder if you've missed something.",2003-03-14,240,The Hunted
Rita Kempley,fresh,269347,Washington Post,"A good ride, briskly paced, well played and vividly photographed.",2003-03-14,240,The Hunted
Todd McCarthy,rotten,269347,Variety,An unpleasant action suspenser more dedicated to hurtling relentlessly forward than to vesting audience interest.,2003-03-14,240,The Hunted
Geoff Pevere,fresh,269347,Toronto Star,Friedkin is in his element.,2003-03-14,240,The Hunted
Moira MacDonald,rotten,269347,Seattle Times,The Hunted serves mostly as a reminder that three Academy Award winners are as capable of making a silly movie as anyone.,2003-03-14,240,The Hunted
Mick LaSalle,rotten,269347,San Francisco Chronicle,"Technically, it's well made, but it wasn't worth making.",2003-03-14,240,The Hunted
Steven Rea,fresh,269347,Philadelphia Inquirer,"The Hunted isn't exactly fraught with psychological depth and nuance, but as a stalker-stalkee suspenser, the pic has some nice things going for it.",2003-03-14,240,The Hunted
Jay Boyar,rotten,269347,Orlando Sentinel,The generic title is your first clue that The Hunted is run-of-the-mill.,2003-03-14,240,The Hunted
John Anderson,fresh,269347,Newsday,"Things take off immediately and stay in motion for 90 solid, economical minutes.",2003-03-14,240,The Hunted
Bruce Westbrook,fresh,269347,Houston Chronicle,"Although it is a rough ride, The Hunted is also an exciting one. But no tracking skills were needed to follow its well-traveled cinematic road.",2003-03-14,240,The Hunted
Tom Long,fresh,269347,Detroit News,"The Hunted isn't grand cinema, but it's a good jog around the action flick track. Sort of like The Fugitive, except ...",2003-03-14,240,The Hunted
Vic Vogler,fresh,269347,Denver Post,"An intense, if terse, character study that does not let us settle into comfortable delineations of good and evil.",2003-03-14,240,The Hunted
Ty Burr,rotten,269347,Boston Globe,"The sight of Jones expending his sizable acting chops on this piece of macho blowhard fluff is distressing only if you can't relax and appreciate The Hunted on a camp level, where it functions quite hilariously.",2003-03-14,240,The Hunted
Rick Groen,rotten,269347,Globe and Mail,"You got your hunted, you got your hunter, and away they go. And go and go.",2003-03-14,240,The Hunted
Kevin Jackson,rotten,110099,Independent (UK),"In the last analysis, it's just not clever enough.",2019-05-23,241,I.Q.
Roger Ebert,fresh,110099,Chicago Sun-Times,"I.Q. is a romantic comedy with its heart in the right place, and all of the other pieces distributed correctly, too.",2000-01-01,241,I.Q.
David Ansen,rotten,113463,Newsweek,"There's no moment in Jefferson in Paris when you can feel why the filmmakers had to tell this story. All dressed up, this elegant movie has nowhere to go.",2018-02-16,243,Jefferson in Paris
Roger Ebert,rotten,113463,Chicago Sun-Times,"What is it about? Revolution? History? Slavery? Romance? No doubt a lot of research and speculation went into Jhabvala's screenplay, but I wish she had finally decided to jump one way or the other. The movie tells no clear story and has no clear ideas.",2000-01-01,243,Jefferson in Paris
David Ansen,fresh,110216,Newsweek,"The wait pays off. When the Big Guy starts showing, and begins to get that radiant glow, Junior hits its mellow, endearing comic stride.",2008-03-31,245,Junior
Rick Groen,fresh,110216,Globe and Mail,"A happy, healthy, bouncing baby of a movie.",2002-04-12,245,Junior
Peter Travers,fresh,110216,Rolling Stone,The plot is a more fertile ground for comedy than the 'sperm milkshake' that made Schwarzenegger and Danny De Vito brothers in Reitman's Twins.,2001-05-12,245,Junior
Roger Ebert,fresh,110216,Chicago Sun-Times,"It's goofy and ridiculous and preposterous, and yet it makes you feel good, and there is something oddly heartwarming about the sight of this macho guy melting with feelings of protectiveness and maternal concern.",2000-01-01,245,Junior
Mick LaSalle,fresh,110216,San Francisco Chronicle,"As a comedy, Junior has its share of laughs -- but no more than its share.",2000-01-01,245,Junior
James Berardinelli,rotten,110216,ReelViews,Junior demands more range from its leading man than he's capable of giving. The predictable result is a big-budget mess more likely to elicit groans than laughter.,2000-01-01,245,Junior
Desson Thomson,rotten,110216,Washington Post,"For the right audience, Junior may deliver. But there's a whole lot of pregnancy to go through first.",2000-01-01,245,Junior
Rita Kempley,fresh,110216,Washington Post,"A fleecy romantic caper with a dusting of feminism, the picture is basically a one-joke movie successfully nursed by director Ivan Reitman.",2000-01-01,245,Junior
Mick LaSalle,fresh,113501,San Francisco Chronicle,In Connery it has a hero who is inescapably appealing.,2002-06-18,246,Just Cause
Rick Groen,rotten,113501,Globe and Mail,"Despite its merits, the script fails to escape the silly season that fouls up so many thrillers, that time when the twists merely seem like the narrative equivalents of those violin shrieks on a cheesy score.",2002-04-12,246,Just Cause
Peter Rainer,rotten,113501,Los Angeles Times,"It doesn't bog down in the bogs, but it's slow-moving just about everyplace else.",2001-02-13,246,Just Cause
